run_label,question_id,question,topic,case_type,expected_behavior,expected_relevant_section,retrieval_method,answer_method,top_1_chunk_id,top_1_title,top_1_section,top_1_score,top_3_sections,retrieval_check_applicable,expected_section_in_top_3,confidence,confidence_reason,prompt_profile,cited_source_count,source_count,source_coverage_ratio,llm_provider,llm_model,prompt_tokens,output_tokens,thought_tokens,total_tokens,estimated_cost_usd,latency_seconds,answer,source_urls,error
gemini-strict-final,5,Getur neytandi krafist úrbóta eða nýrrar afhendingar vegna galla?,úrbætur og ný afhending - lagaorð,legal_term,Svar á að nefna val neytanda milli úrbóta og nýrrar afhendingar með skilyrðum.,29. gr. Krafa um úrbætur og nýja afhendingu.,tfidf,gemini:gemini-3-flash-preview,2003048.html_029,Lög um neytendakaup,29. gr. Krafa um úrbætur og nýja afhendingu.,0.728597109126414,29. gr. Krafa um úrbætur og nýja afhendingu. | 30. gr. Framkvæmd úrbóta og nýrrar afhendingar. | 27. gr. Tilkynning.,True,True,high,Sterkustu heimildirnar hafa hátt vægi og svarið vísar í fleiri en eina heimild.,strict,3,3,1.0,gemini,gemini-3-flash-preview,1827,197,665,2689,,4.991,"Já, neytandi getur valið á milli þess að krefja seljanda um úrbætur á galla eða nýja afhendingu á kostnað seljanda [1]. Þessi réttur á þó ekki við ef fyrir hendi er hindrun sem seljandi ræður ekki við eða ef kröfunni fylgir ósanngjarn kostnaður fyrir seljanda [1]. Úrbætur eða ný afhending skulu fara fram án kostnaðar og verulegs óhagræðis fyrir neytandann innan hæfilegs tíma [2]. Til þess að viðhalda þessum rétti verður neytandi að tilkynna seljanda um gallann innan lögmæltra tímamarka [3].

Heimildir: [1], [2], [3]",https://www.althingi.is/lagas/nuna/2003048.html | https://www.althingi.is/lagas/nuna/2003048.html | https://www.althingi.is/lagas/nuna/2003048.html,
gemini-strict-final,5,Getur neytandi krafist úrbóta eða nýrrar afhendingar vegna galla?,úrbætur og ný afhending - lagaorð,legal_term,Svar á að nefna val neytanda milli úrbóta og nýrrar afhendingar með skilyrðum.,29. gr. Krafa um úrbætur og nýja afhendingu.,bm25,gemini:gemini-3-flash-preview,2003048.html_029,Lög um neytendakaup,29. gr. Krafa um úrbætur og nýja afhendingu.,28.606427746471887,29. gr. Krafa um úrbætur og nýja afhendingu. | 30. gr. Framkvæmd úrbóta og nýrrar afhendingar. | 31. gr. Afsláttur.,True,True,high,Sterkustu heimildirnar hafa hátt vægi og svarið vísar í fleiri en eina heimild.,strict,3,3,1.0,gemini,gemini-3-flash-preview,1587,219,527,2333,,4.152,"Já, neytandi getur valið á milli þess að krefja seljanda um úrbætur á galla á eigin reikning eða krefjast nýrrar afhendingar [1]. Þetta réttindi á þó ekki við ef fyrir hendi er hindrun sem seljandi ræður ekki við eða ef það hefur í för með sér ósanngjarnan kostnað fyrir seljanda [1]. Framkvæmdin skal vera án kostnaðar og verulegs óhagræðis fyrir neytanda og á seljandi að jafnaði ekki rétt á að reyna viðgerð eða nýja afhendingu vegna sama galla oftar en tvisvar [2]. Ef úrbætur eða ný afhending eiga sér ekki stað getur neytandi átt rétt á afslætti [3].

Heimildir: [1], [2], [3]",https://www.althingi.is/lagas/nuna/2003048.html | https://www.althingi.is/lagas/nuna/2003048.html | https://www.althingi.is/lagas/nuna/2003048.html,
gemini-strict-final,5,Getur neytandi krafist úrbóta eða nýrrar afhendingar vegna galla?,úrbætur og ný afhending - lagaorð,legal_term,Svar á að nefna val neytanda milli úrbóta og nýrrar afhendingar með skilyrðum.,29. gr. Krafa um úrbætur og nýja afhendingu.,rrf-icebert-bm25,gemini:gemini-3-flash-preview,2003048.html_029,Lög um neytendakaup,29. gr. Krafa um úrbætur og nýja afhendingu.,0.03278688524590164,29. gr. Krafa um úrbætur og nýja afhendingu. | 30. gr. Framkvæmd úrbóta og nýrrar afhendingar. | 49. gr. Réttaráhrif riftunar og nýrrar afhendingar.,True,True,low,Heimildir eða tilvísanir eru veikar og því ætti að lesa svarið með varúð.,strict,2,3,0.6667,gemini,gemini-3-flash-preview,1646,202,,1848,,1.801,"Já, neytandi getur valið á milli þess að krefjast úrbóta á galla á eigin reikning seljanda eða krefjast nýrrar afhendingar [1]. Þessi réttur á þó ekki við ef fyrir hendi er hindrun sem seljandi ræður ekki við eða ef kröfunni fylgir ósanngjarn kostnaður fyrir seljanda [1]. Úrbætur eða ný afhending skulu fara fram án kostnaðar og verulegs óhagræðis fyrir neytandann og innan hæfilegs tíma [2]. Ef seljandi býður fram úrbætur eða nýja afhendingu í samræmi við lög getur neytandi ekki krafist afsláttar eða riftunar [1].

Heimildir: [1], [2]",https://www.althingi.is/lagas/nuna/2003048.html | https://www.althingi.is/lagas/nuna/2003048.html | https://www.althingi.is/lagas/nuna/2003048.html,
gemini-strict-final,5,Getur neytandi krafist úrbóta eða nýrrar afhendingar vegna galla?,úrbætur og ný afhending - lagaorð,legal_term,Svar á að nefna val neytanda milli úrbóta og nýrrar afhendingar með skilyrðum.,29. gr. Krafa um úrbætur og nýja afhendingu.,rrf-bge-m3-bm25,gemini:gemini-3-flash-preview,2003048.html_029,Lög um neytendakaup,29. gr. Krafa um úrbætur og nýja afhendingu.,0.03278688524590164,29. gr. Krafa um úrbætur og nýja afhendingu. | 51. gr. Missir réttar til riftunar og afhendingar á ný. | 30. gr. Framkvæmd úrbóta og nýrrar afhendingar.,True,True,low,Heimildir eða tilvísanir eru veikar og því ætti að lesa svarið með varúð.,strict,3,3,1.0,gemini,gemini-3-flash-preview,1759,225,,1984,,2.002,"Já, neytandi getur valið á milli þess að krefjast þess að seljandi bæti úr galla á eigin reikning eða krefjast nýrrar afhendingar [1]. Þessi réttur á þó ekki við ef um er að ræða óviðráðanlega hindrun eða ef kröfunni fylgir ósanngjarn kostnaður fyrir seljandann [1]. Almennt er skilyrði fyrir nýrri afhendingu að neytandi geti skilað vörunni í sama ástandi og magni og hún var við móttöku, nema tilteknar undanþágur eigi við [2]. Úrbætur eða ný afhending skulu fara fram innan hæfilegs tíma, án kostnaðar og án verulegs óhagræðis fyrir neytandann [3].

Heimildir: [1], [2], [3]",https://www.althingi.is/lagas/nuna/2003048.html | https://www.althingi.is/lagas/nuna/2003048.html | https://www.althingi.is/lagas/nuna/2003048.html,
gemini-strict-final,5,Getur neytandi krafist úrbóta eða nýrrar afhendingar vegna galla?,úrbætur og ný afhending - lagaorð,legal_term,Svar á að nefna val neytanda milli úrbóta og nýrrar afhendingar með skilyrðum.,29. gr. Krafa um úrbætur og nýja afhendingu.,rrf-bge-m3-bm25-rerank,gemini:gemini-3-flash-preview,2003048.html_029,Lög um neytendakaup,29. gr. Krafa um úrbætur og nýja afhendingu.,0.999901294708252,29. gr. Krafa um úrbætur og nýja afhendingu. | 30. gr. Framkvæmd úrbóta og nýrrar afhendingar. | 26. gr. Úrræði neytanda vegna galla.,True,True,high,Sterkustu heimildirnar hafa hátt vægi og svarið vísar í fleiri en eina heimild.,strict,3,3,1.0,gemini,gemini-3-flash-preview,1693,208,659,2560,,9.794,"Já, neytandi getur valið á milli þess að krefja seljanda um úrbætur á galla á eigin reikning seljanda eða krefjast nýrrar afhendingar [1][3]. Þessi réttur á þó ekki við ef fyrir hendi er hindrun sem seljandi ræður ekki við eða ef krafan veldur seljanda ósanngjörnum kostnaði [1]. Úrbætur eða ný afhending skulu fara fram án kostnaðar og verulegs óhagræðis fyrir neytandann og innan hæfilegs tíma [2]. Að jafnaði á seljandi ekki rétt á að reyna úrbætur eða nýja afhendingu vegna sama galla oftar en tvisvar sinnum [2].

Heimildir: [1], [2], [3]",https://www.althingi.is/lagas/nuna/2003048.html | https://www.althingi.is/lagas/nuna/2003048.html | https://www.althingi.is/lagas/nuna/2003048.html,
gemini-strict-final,6,Get ég látið búðina laga vöruna eða fengið nýja?,úrbætur og ný afhending - daglegt orðalag,everyday_paraphrase,"Sama vænta heimild og í lagaorðaspurningu, en spurning notar orðalag neytanda.",29. gr. Krafa um úrbætur og nýja afhendingu.,tfidf,gemini:gemini-3-flash-preview,2003048.html_030,Lög um neytendakaup,30. gr. Framkvæmd úrbóta og nýrrar afhendingar.,0.2220906697982095,30. gr. Framkvæmd úrbóta og nýrrar afhendingar. | 29. gr. Krafa um úrbætur og nýja afhendingu. | 17. gr. Tengdir lánssamningar.,True,True,high,Sterkustu heimildirnar hafa hátt vægi og svarið vísar í fleiri en eina heimild.,strict,2,3,0.6667,gemini,gemini-3-flash-preview,1832,190,766,2788,,5.32,"Já, þú getur almennt valið á milli þess að krefja seljanda um úrbætur (viðgerð) á galla eða nýja afhendingu á vöru [2]. Þessi réttur á þó ekki við ef um er að ræða hindrun sem seljandi ræður ekki við eða ef krafan veldur seljanda ósanngjörnum kostnaði [2]. Úrbætur og ný afhending skulu fara fram án kostnaðar fyrir þig og innan hæfilegs tíma [1]. Að jafnaði á seljandi ekki rétt á að reyna viðgerð eða nýja afhendingu vegna sama galla oftar en tvisvar sinnum [1].

Heimildir: [1], [2]",https://www.althingi.is/lagas/nuna/2003048.html | https://www.althingi.is/lagas/nuna/2003048.html | https://www.althingi.is/lagas/nuna/2013033.html,
gemini-strict-final,6,Get ég látið búðina laga vöruna eða fengið nýja?,úrbætur og ný afhending - daglegt orðalag,everyday_paraphrase,"Sama vænta heimild og í lagaorðaspurningu, en spurning notar orðalag neytanda.",29. gr. Krafa um úrbætur og nýja afhendingu.,bm25,gemini:gemini-3-flash-preview,2003048.html_030,Lög um neytendakaup,30. gr. Framkvæmd úrbóta og nýrrar afhendingar.,8.37715681429286,30. gr. Framkvæmd úrbóta og nýrrar afhendingar. | 17. gr. Tengdir lánssamningar. | 17. gr. Frestur til að falla frá samningi.,True,False,medium,Að minnsta kosti ein heimild hefur gott vægi og svarið inniheldur tilvísanir.,strict,1,3,0.3333,gemini,gemini-3-flash-preview,2033,170,1705,3908,,8.265,"Samkvæmt lögum um neytendakaup skulu úrbætur (viðgerð) eða ný afhending fara fram án kostnaðar og innan hæfilegs tíma [1]. Seljandi má að jafnaði ekki reyna að bæta úr eða afhenda nýja vöru vegna sama galla oftar en tvisvar sinnum [1]. Ef úrbæturnar hafa það í för með sér að þú getur ekki notað hlutinn í meira en eina viku getur þú átt rétt á sambærilegum hlut til láns á meðan, ef krafan telst sanngjörn [1].

Heimildir: [1]",https://www.althingi.is/lagas/nuna/2003048.html | https://www.althingi.is/lagas/nuna/2013033.html | https://www.althingi.is/lagas/nuna/2016016.html,
gemini-strict-final,6,Get ég látið búðina laga vöruna eða fengið nýja?,úrbætur og ný afhending - daglegt orðalag,everyday_paraphrase,"Sama vænta heimild og í lagaorðaspurningu, en spurning notar orðalag neytanda.",29. gr. Krafa um úrbætur og nýja afhendingu.,rrf-icebert-bm25,gemini:gemini-3-flash-preview,2003048.html_009,Lög um neytendakaup,9. gr. Heimild seljanda til að halda eigin greiðslu.,0.029411764705882353,9. gr. Heimild seljanda til að halda eigin greiðslu. | 22. gr. Skyldur neytanda ef fallið er frá samningi um afhendingu vöru. | 30. gr. Framkvæmd úrbóta og nýrrar afhendingar.,True,False,low,Heimildir eða tilvísanir eru veikar og því ætti að lesa svarið með varúð.,strict,1,3,0.3333,gemini,gemini-3-flash-preview,1679,161,458,2298,,3.77,"Já, þú átt rétt á úrbótum (viðgerð) eða nýrri afhendingu án kostnaðar og verulegs óhagræðis ef vara er gölluð [3]. Seljandi má að jafnaði ekki reyna að bæta úr sama galla eða afhenda nýja vöru oftar en tvisvar sinnum [3]. Ef þú getur ekki notað vöruna í meira en eina viku á meðan beðið er úrlausnar getur þú átt rétt á lánshlut á meðan, sé krafan sanngjörn [3].

Heimildir: [3]",https://www.althingi.is/lagas/nuna/2003048.html | https://www.althingi.is/lagas/nuna/2016016.html | https://www.althingi.is/lagas/nuna/2003048.html,
gemini-strict-final,6,Get ég látið búðina laga vöruna eða fengið nýja?,úrbætur og ný afhending - daglegt orðalag,everyday_paraphrase,"Sama vænta heimild og í lagaorðaspurningu, en spurning notar orðalag neytanda.",29. gr. Krafa um úrbætur og nýja afhendingu.,rrf-bge-m3-bm25,gemini:gemini-3-flash-preview,2003048.html_029,Lög um neytendakaup,29. gr. Krafa um úrbætur og nýja afhendingu.,0.031544957774465976,29. gr. Krafa um úrbætur og nýja afhendingu. | 30. gr. Framkvæmd úrbóta og nýrrar afhendingar. | 49. gr. Réttaráhrif riftunar og nýrrar afhendingar.,True,True,low,Heimildir eða tilvísanir eru veikar og því ætti að lesa svarið með varúð.,strict,2,3,0.6667,gemini,gemini-3-flash-preview,1641,197,928,2766,,6.267,"Já, þú getur almennt valið á milli þess að krefjast þess að seljandi geri við galla á vörunni eða afhendi nýja vöru [1]. Þessi réttur á þó ekki við ef um er að ræða hindrun sem seljandi ræður ekki við eða ef krafan veldur seljanda ósanngjörnum kostnaði [1]. Úrbætur eða ný afhending skulu fara fram án kostnaðar og verulegs óhagræðis fyrir þig innan hæfilegs tíma [2]. Að jafnaði má seljandi ekki reyna að bæta úr sama galla eða afhenda nýja vöru oftar en tvisvar sinnum [2].

Heimildir: [1], [2]",https://www.althingi.is/lagas/nuna/2003048.html | https://www.althingi.is/lagas/nuna/2003048.html | https://www.althingi.is/lagas/nuna/2003048.html,
gemini-strict-final,6,Get ég látið búðina laga vöruna eða fengið nýja?,úrbætur og ný afhending - daglegt orðalag,everyday_paraphrase,"Sama vænta heimild og í lagaorðaspurningu, en spurning notar orðalag neytanda.",29. gr. Krafa um úrbætur og nýja afhendingu.,rrf-bge-m3-bm25-rerank,gemini:gemini-3-flash-preview,2003048.html_029,Lög um neytendakaup,29. gr. Krafa um úrbætur og nýja afhendingu.,0.0173188466578722,29. gr. Krafa um úrbætur og nýja afhendingu. | 48. gr. Ákvörðun um einkenni hlutar. | 30. gr. Framkvæmd úrbóta og nýrrar afhendingar.,True,True,low,Heimildir eða tilvísanir eru veikar og því ætti að lesa svarið með varúð.,strict,2,3,0.6667,gemini,gemini-3-flash-preview,1650,191,567,2408,,12.508,"Já, þú getur valið á milli þess að krefja seljanda um að gera við vöruna á hans reikning eða að fá nýja afhendingu [1]. Þetta réttindi gildir þó ekki ef það veldur seljandanum ósanngjörnum kostnaði eða ef óviðráðanlegar hindranir eru til staðar [1]. Úrbætur eða ný afhending skulu fara fram neytanda að kostnaðarlausu, innan hæfilegs tíma og án verulegs óhagræðis [3]. Seljandi má að jafnaði ekki reyna að bæta úr sama galla eða afhenda nýja vöru oftar en tvisvar sinnum [3].

Heimildir: [1], [3]",https://www.althingi.is/lagas/nuna/2003048.html | https://www.althingi.is/lagas/nuna/2003048.html | https://www.althingi.is/lagas/nuna/2003048.html,
gemini-strict-final,7,Hvenær þarf neytandi að tilkynna seljanda um galla á söluhlut?,tilkynning um galla - lagaorð,legal_term,Svar á að nefna tilkynningu án ástæðulauss dráttar og lágmarksfrest tveggja mánaða.,27. gr. Tilkynning.,tfidf,gemini:gemini-3-flash-preview,2003048.html_027,Lög um neytendakaup,27. gr. Tilkynning.,0.4979116468959694,27. gr. Tilkynning. | 18. gr. Tímamark galla. | 16. gr. Gallar.,True,True,medium,Að minnsta kosti ein heimild hefur gott vægi og svarið inniheldur tilvísanir.,strict,1,3,0.3333,gemini,gemini-3-flash-preview,2008,197,981,3186,,6.069,"Neytandi skal tilkynna seljanda um galla án ástæðulauss dráttar frá því að hann varð gallans var eða mátti verða hans var [1]. Frestur til að leggja fram kvörtun er þó aldrei styttri en tveir mánuðir frá því að neytandi varð gallans var [1]. Almennur frestur til að bera fyrir sig galla er tvö ár frá móttöku hlutar, en fimm ár ef hlutnum er ætlaður verulega lengri endingartími en almennt gerist [1]. Ef neytandi tilkynnir ekki um gallann innan þessara tímamarka glatar hann jafnaðarlega rétti sínum til að bera gallann fyrir sig [1].

Heimildir: [1]",https://www.althingi.is/lagas/nuna/2003048.html | https://www.althingi.is/lagas/nuna/2003048.html | https://www.althingi.is/lagas/nuna/2003048.html,
gemini-strict-final,7,Hvenær þarf neytandi að tilkynna seljanda um galla á söluhlut?,tilkynning um galla - lagaorð,legal_term,Svar á að nefna tilkynningu án ástæðulauss dráttar og lágmarksfrest tveggja mánaða.,27. gr. Tilkynning.,bm25,gemini:gemini-3-flash-preview,2003048.html_027,Lög um neytendakaup,27. gr. Tilkynning.,15.716483301673266,27. gr. Tilkynning. | 30. gr. Framkvæmd úrbóta og nýrrar afhendingar. | 16. gr. Gallar.,True,True,medium,Að minnsta kosti ein heimild hefur gott vægi og svarið inniheldur tilvísanir.,strict,1,3,0.3333,gemini,gemini-3-flash-preview,2001,202,561,2764,,3.752,"Neytandi skal tilkynna seljanda um galla án ástæðulauss dráttar frá því að hann varð gallans var eða mátti verða hans var [1]. Frestur til að leggja fram kvörtun er þó aldrei styttri en tveir mánuðir frá því að neytandinn varð var við gallann [1]. Almennt þarf að kvarta innan tveggja ára frá móttöku hlutarins, en ef hlutnum er ætlaður verulega lengri endingartími en gengur og gerist er fresturinn fimm ár [1]. Ef neytandi tilkynnir ekki um gallann innan þessara tímamarka glatar hann jafnaðarlega rétti sínum til að bera hann fyrir sig [1].

Heimildir: [1]",https://www.althingi.is/lagas/nuna/2003048.html | https://www.althingi.is/lagas/nuna/2003048.html | https://www.althingi.is/lagas/nuna/2003048.html,
gemini-strict-final,7,Hvenær þarf neytandi að tilkynna seljanda um galla á söluhlut?,tilkynning um galla - lagaorð,legal_term,Svar á að nefna tilkynningu án ástæðulauss dráttar og lágmarksfrest tveggja mánaða.,27. gr. Tilkynning.,rrf-icebert-bm25,gemini:gemini-3-flash-preview,2003048.html_030,Lög um neytendakaup,30. gr. Framkvæmd úrbóta og nýrrar afhendingar.,0.03252247488101534,30. gr. Framkvæmd úrbóta og nýrrar afhendingar. | 18. gr. Tímamark galla. | 27. gr. Tilkynning.,True,True,low,Heimildir eða tilvísanir eru veikar og því ætti að lesa svarið með varúð.,strict,1,3,0.3333,gemini,gemini-3-flash-preview,1927,153,,2080,,1.525,"Neytandi skal tilkynna seljanda um galla án ástæðulauss dráttar frá því að hann varð gallans var eða mátti verða hans var [3]. Frestur til að leggja fram kvörtun er þó aldrei styttri en tveir mánuðir frá því að neytandi varð gallans var [3]. Almennur frestur til að bera fyrir sig galla er tvö ár frá afhendingu, en fimm ár ef söluhlut er ætlaður verulega lengri endingartími en almennt gerist [3].

Heimildir: [3]",https://www.althingi.is/lagas/nuna/2003048.html | https://www.althingi.is/lagas/nuna/2003048.html | https://www.althingi.is/lagas/nuna/2003048.html,
gemini-strict-final,7,Hvenær þarf neytandi að tilkynna seljanda um galla á söluhlut?,tilkynning um galla - lagaorð,legal_term,Svar á að nefna tilkynningu án ástæðulauss dráttar og lágmarksfrest tveggja mánaða.,27. gr. Tilkynning.,rrf-bge-m3-bm25,gemini:gemini-3-flash-preview,2003048.html_025,Lög um neytendakaup,25. gr. Upplýsingaskylda um hindrun.,0.03177805800756621,25. gr. Upplýsingaskylda um hindrun. | 27. gr. Tilkynning. | 26. gr. Úrræði neytanda vegna galla.,True,True,low,Heimildir eða tilvísanir eru veikar og því ætti að lesa svarið með varúð.,strict,1,3,0.3333,gemini,gemini-3-flash-preview,1625,245,723,2593,,4.925,"Neytandi skal tilkynna seljanda um galla án ástæðulauss dráttar frá því að hann varð gallans var eða mátti verða hans var, en fresturinn er þó aldrei styttri en tveir mánuðir [2]. Almennt þarf að leggja fram kvörtun innan tveggja ára frá því að hlutnum var veitt viðtaka, en fresturinn er fimm ár ef hlutnum er ætlaður verulega lengri endingartími en almennt gerist [2]. Ef neytandi tilkynnir ekki um gallann innan þessara tímamarka glatar hann að jafnaði rétti sínum til að bera gallann fyrir sig [2]. Þessar reglur um tímamörk gilda þó ekki ef seljandi hefur sýnt af sér vítavert gáleysi eða framferði sem stríðir gegn heiðarleika og góðri trú [2].

Heimildir: [2]",https://www.althingi.is/lagas/nuna/2003048.html | https://www.althingi.is/lagas/nuna/2003048.html | https://www.althingi.is/lagas/nuna/2003048.html,
gemini-strict-final,7,Hvenær þarf neytandi að tilkynna seljanda um galla á söluhlut?,tilkynning um galla - lagaorð,legal_term,Svar á að nefna tilkynningu án ástæðulauss dráttar og lágmarksfrest tveggja mánaða.,27. gr. Tilkynning.,rrf-bge-m3-bm25-rerank,gemini:gemini-3-flash-preview,2003048.html_027,Lög um neytendakaup,27. gr. Tilkynning.,0.999243974685669,27. gr. Tilkynning. | 25. gr. Upplýsingaskylda um hindrun. | 16. gr. Gallar.,True,True,medium,Að minnsta kosti ein heimild hefur gott vægi og svarið inniheldur tilvísanir.,strict,1,3,0.3333,gemini,gemini-3-flash-preview,1786,201,796,2783,,11.063,"Neytandi skal tilkynna seljanda um galla án ástæðulauss dráttar frá því að hann varð gallans var, en fresturinn er þó aldrei styttri en tveir mánuðir [1]. Almennt verður að leggja fram kvörtun innan tveggja ára frá því að tekið var við hlutnum, en fresturinn lengist í fimm ár ef hlutnum er ætlaður verulega lengri endingartími en almennt gerist [1]. Ef neytandi tilkynnir ekki um gallann innan þessara tímamarka glatar hann jafnaðarlega rétti sínum, nema seljandi hafi sýnt af sér vítavert gáleysi eða óheiðarleika [1].

Heimildir: [1]",https://www.althingi.is/lagas/nuna/2003048.html | https://www.althingi.is/lagas/nuna/2003048.html | https://www.althingi.is/lagas/nuna/2003048.html,
gemini-strict-final,8,Hversu fljótt þarf ég að láta búðina vita að varan sé biluð?,tilkynning um galla - daglegt orðalag,everyday_paraphrase,"Sama vænta heimild og í lagaorðaspurningu, en spurning notar daglegt orðalag.",27. gr. Tilkynning.,tfidf,gemini:gemini-3-flash-preview,2013033.html_025,Lög um neytendalán,22. gr. Sérstakar skuldbindingar lánamiðlara gagnvart neytendum.,0.1294116354598606,22. gr. Sérstakar skuldbindingar lánamiðlara gagnvart neytendum. | 47. gr. Upplýsingaskylda um hindrun. | 14. gr. Staðfesting á samningi.,True,False,low,Svarið segir sjálft að heimildirnar nægi ekki.,strict,3,3,1.0,gemini,gemini-3-flash-preview,1312,152,798,2262,,4.879,"Ég finn ekki nægar upplýsingar í heimildunum til að svara þessu örugglega. Meðfylgjandi heimildabrot fjalla um skyldur lánamiðlara [1], upplýsingaskyldu neytanda ef hindrun tálmar því að hann geti efnt kaup á réttum tíma [2] og staðfestingu á samningi [3]. Ekkert þessara ákvæða tilgreinir frest neytanda til að tilkynna seljanda um galla eða bilaða vöru.

Heimildir: [1], [2], [3]",https://www.althingi.is/lagas/nuna/2013033.html | https://www.althingi.is/lagas/nuna/2003048.html | https://www.althingi.is/lagas/nuna/2016016.html,
gemini-strict-final,8,Hversu fljótt þarf ég að láta búðina vita að varan sé biluð?,tilkynning um galla - daglegt orðalag,everyday_paraphrase,"Sama vænta heimild og í lagaorðaspurningu, en spurning notar daglegt orðalag.",27. gr. Tilkynning.,bm25,gemini:gemini-3-flash-preview,2013033.html_025,Lög um neytendalán,22. gr. Sérstakar skuldbindingar lánamiðlara gagnvart neytendum.,12.537939179573614,22. gr. Sérstakar skuldbindingar lánamiðlara gagnvart neytendum. | 14. gr. Staðfesting á samningi. | 6. gr. Réttur til upplýsinga.,True,False,low,Svarið segir sjálft að heimildirnar nægi ekki.,strict,3,3,1.0,gemini,gemini-3-flash-preview,1726,119,779,2624,,4.701,"Ég finn ekki nægar upplýsingar í heimildunum til að svara þessu örugglega. Meðfylgjandi heimildir fjalla um skyldur lánamiðlara [1], staðfestingu á samningum [2] og upplýsingarétt vegna þjónustuviðskipta [3], en þær tilgreina ekki fresti til að tilkynna um gallaða vöru.

Heimildir: [1], [2], [3]",https://www.althingi.is/lagas/nuna/2013033.html | https://www.althingi.is/lagas/nuna/2016016.html | https://www.althingi.is/lagas/nuna/2011076.html,
gemini-strict-final,8,Hversu fljótt þarf ég að láta búðina vita að varan sé biluð?,tilkynning um galla - daglegt orðalag,everyday_paraphrase,"Sama vænta heimild og í lagaorðaspurningu, en spurning notar daglegt orðalag.",27. gr. Tilkynning.,rrf-icebert-bm25,gemini:gemini-3-flash-preview,2003048.html_016,Lög um neytendakaup,16. gr. Gallar.,0.030536130536130537,16. gr. Gallar. | 22. gr. Skyldur neytanda ef fallið er frá samningi um afhendingu vöru. | 10. gr. Málsmeðferð við leyfisveitingar.,True,False,low,Svarið segir sjálft að heimildirnar nægi ekki.,strict,2,3,0.6667,gemini,gemini-3-flash-preview,2088,121,1636,3845,,9.019,"Ég finn ekki nægar upplýsingar í heimildunum til að svara þessu örugglega.

Heimildabrotin tilgreina hvað telst vera galli á vöru [1] og fjalla um 14 daga frest til að skila vöru ef neytandi fellur frá samningi [2], en þau nefna ekki tiltekinn frest til að tilkynna seljanda um að vara sé biluð.

Heimildir: [1], [2]",https://www.althingi.is/lagas/nuna/2003048.html | https://www.althingi.is/lagas/nuna/2016016.html | https://www.althingi.is/lagas/nuna/2011076.html,
gemini-strict-final,8,Hversu fljótt þarf ég að láta búðina vita að varan sé biluð?,tilkynning um galla - daglegt orðalag,everyday_paraphrase,"Sama vænta heimild og í lagaorðaspurningu, en spurning notar daglegt orðalag.",27. gr. Tilkynning.,rrf-bge-m3-bm25,gemini:gemini-3-flash-preview,2003048.html_047,Lög um neytendakaup,47. gr. Upplýsingaskylda um hindrun.,0.032018442622950824,47. gr. Upplýsingaskylda um hindrun. | 14. gr. Staðfesting á samningi. | 16. gr. Réttur til að falla frá samningi.,True,False,low,Svarið segir sjálft að heimildirnar nægi ekki.,strict,2,3,0.6667,gemini,gemini-3-flash-preview,1207,189,1197,2593,,7.19,"Ég finn ekki nægar upplýsingar í heimildunum til að svara þessu örugglega.

Heimildabrotin fjalla um 14 daga frest til að falla frá samningi við fjarsölu eða sölu utan fastrar starfsstöðvar án þess að tilgreina ástæðu [3]. Einnig er fjallað um upplýsingaskyldu neytanda innan sanngjarns tíma ef hindrun kemur í veg fyrir að hann geti efnt kaup sín, svo sem greiðslu [1]. Hins vegar koma ekki fram í þessum textum sérstakir frestir til að tilkynna seljanda um galla eða bilanir í vörunni sjálfri.

Heimildir: [1], [3]",https://www.althingi.is/lagas/nuna/2003048.html | https://www.althingi.is/lagas/nuna/2016016.html | https://www.althingi.is/lagas/nuna/2016016.html,
gemini-strict-final,8,Hversu fljótt þarf ég að láta búðina vita að varan sé biluð?,tilkynning um galla - daglegt orðalag,everyday_paraphrase,"Sama vænta heimild og í lagaorðaspurningu, en spurning notar daglegt orðalag.",27. gr. Tilkynning.,rrf-bge-m3-bm25-rerank,gemini:gemini-3-flash-preview,2016016.html_014,Lög um neytendasamninga,14. gr. Staðfesting á samningi.,0.04619567468762398,14. gr. Staðfesting á samningi. | 22. gr. Skyldur neytanda ef fallið er frá samningi um afhendingu vöru. | 6. gr. Afhendingartími.,True,False,low,Svarið segir sjálft að heimildirnar nægi ekki.,strict,3,3,1.0,gemini,gemini-3-flash-preview,1511,140,1184,2835,,14.729,"Ég finn ekki nægar upplýsingar í heimildunum til að svara þessu örugglega.

Heimildabrotin fjalla um staðfestingu á samningi [1], afhendingartíma vöru [3] og fresti til að skila vöru eftir að neytandi hefur nýtt rétt sinn til að falla frá samningi [2]. Þau tilgreina ekki sérstakan frest til að láta seljanda vita ef vara er biluð (gölluð).

Heimildir: [1], [2], [3]",https://www.althingi.is/lagas/nuna/2016016.html | https://www.althingi.is/lagas/nuna/2016016.html | https://www.althingi.is/lagas/nuna/2003048.html,
